,World Rank,University Name,City,Country,Overall Score,Academic Reputation,Employer Reputation,Citations per Faculty,Faculty Students Ratio,International Students Ratio,International Faculty Ratio,International Research Network,Employment Outcomes,Total students count,UG student % (Domestic),PG student % (Domestic),International students count,UG student % (International),PG student % (International),Total faculty staff count,Domestic staff %,International staff %
1111,1001-1200,Tomas Bata University in Zlin,Zlin,Czechia,0.0,3.7,10.5,6.5,12.4,18.1,21.1,25.5,13.3,8932,70.0,30.0,1055,60.0,40.0,480,89.0,11.0
1112,1001-1200,Ton Duc Thang University,Ho Chi Minh City,Vietnam,0.0,5.5,8.5,16.0,6.4,1.8,34.7,91.3,22.7,27878,93.0,7.0,378,77.0,23.0,1179,92.0,8.0
1113,1001-1200,Universidad Andrés Bello,Santiago,Chile,0.0,9.8,15.4,2.9,6.0,2.2,8.0,45.7,8.0,42819,94.0,6.0,817,61.0,39.0,2250,94.0,6.0
1114,1001-1200,Universidad Austral de Chile,Valdivia,Chile,0.0,15.5,11.6,6.7,3.8,2.1,17.5,55.0,4.0,17419,96.0,4.0,312,62.0,38.0,733,90.0,10.0
1115,1001-1200,Universidad Autónoma de Aguascalientes (UAA),Aguascalientes,Mexico,0.0,3.2,1.8,1.4,36.7,0.0,0.0,19.7,4.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1116,1001-1200,Universidad Autónoma de Nuevo León,San Nicolás de los Garza,Mexico,0.0,15.2,15.9,1.8,2.5,1.2,3.3,38.0,18.1,132813,96.0,4.0,451,30.0,70.0,4456,98.0,2.0
1117,1001-1200,Universidad Industrial de Santander - UIS,Bucaramanga,Colombia,0.0,10.2,26.1,2.4,5.4,1.3,5.8,21.0,5.8,20546,93.0,7.0,121,93.0,7.0,1020,96.0,4.0
1118,1001-1200,"ULACIT - Universidad Latinoamericana de Ciencia y Tecnología, Costa Rica",San José,Costa Rica,0.0,7.1,22.4,0.0,15.6,8.4,10.1,0.0,99.5,3067,83.0,17.0,220,90.0,10.0,223,93.0,7.0
1119,1001-1200,Universidad Nacional Agraria la Molina,Lima,Peru,0.0,6.1,9.9,1.5,18.7,2.4,5.5,11.3,16.2,7860,76.0,24.0,179,27.0,73.0,608,96.0,4.0
1120,1001-1200,Universidad Nacional de Cuyo,Mendoza,Argentina,0.0,12.2,6.8,1.7,19.6,16.8,2.0,37.9,3.4,35241,85.0,15.0,3896,90.0,10.0,3064,99.0,1.0
1121,1001-1200,Universidad Nacional de Río Cuarto - UNRC,Río Cuarto,Argentina,0.0,4.6,1.4,1.5,37.4,0.0,0.0,9.6,3.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1122,1001-1200,Universidad Nacional de la Asunción,San Lorenzo,Paraguay,0.0,5.7,10.3,1.1,26.0,2.0,6.7,21.0,29.5,50060,89.0,11.0,820,97.0,3.0,5363,95.0,5.0
1123,1001-1200,Universidad Nacional Costa Rica,Heredia,Costa Rica,0.0,9.3,21.0,1.5,15.1,2.8,11.5,19.2,62.0,15585,,,324,65.0,35.0,1119,93.0,7.0
1124,1001-1200,Universidad Peruana de Ciencias Aplicadas,Monterrico,Peru,0.0,9.2,29.3,1.1,4.0,2.1,14.4,5.3,14.4,54137,99.0,1.0,975,99.0,1.0,2208,91.0,9.0
1125,1001-1200,Universidad Rey Juan Carlos,Móstoles,Spain,0.0,7.2,9.3,4.5,6.0,17.5,16.0,51.7,5.4,41355,90.0,10.0,4667,81.0,19.0,2195,91.0,9.0
1126,1001-1200,Universidad Tecnológica de Panamá (UTP),Panama City,Panama,0.0,8.8,20.1,1.0,22.3,4.7,2.9,4.4,1.0,20764,98.0,2.0,954,99.0,1.0,1706,98.0,2.0
1127,1001-1200,Universidad Técnica Federico Santa María (USM),Valparaíso,Chile,0.0,10.4,38.0,5.6,4.7,2.2,11.3,47.7,8.1,17724,94.0,6.0,345,58.0,42.0,821,93.0,7.0
1128,1001-1200,Universidad de Castilla-La Mancha,Ciudad Real,Spain,0.0,8.4,2.0,9.6,16.9,5.1,2.2,59.3,4.7,25071,89.0,11.0,1232,61.0,39.0,1872,99.0,1.0
1129,1001-1200,Universidad de Córdoba - Colombia,Montería,Colombia,0.0,16.7,4.0,1.5,2.9,0.0,0.0,5.1,8.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1130,1001-1200,Universidad de Lima,Lima,Peru,0.0,9.9,33.0,1.1,4.2,2.1,4.6,2.1,4.6,15081,99.0,1.0,280,100.0,0.0,659,97.0,3.0
1131,1001-1200,Universidad de Monterrey (UDEM),San Pedro Garza García,Mexico,0.0,11.5,12.0,1.5,12.6,1.9,12.4,4.9,12.4,9076,89.0,11.0,136,86.0,14.0,613,92.0,8.0
1132,1001-1200,Universidad de Oviedo,Oviedo,Spain,0.0,11.3,2.5,14.0,11.9,0.0,0.0,67.9,4.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1133,1001-1200,Universidad de Talca,Talca,Chile,0.0,10.2,9.6,5.3,6.7,1.5,24.2,32.5,4.9,11045,95.0,5.0,99,38.0,62.0,613,87.0,13.0
1134,1001-1200,Universidad de Valladolid,Valladolid,Spain,0.0,9.8,3.4,5.9,26.1,4.2,1.4,0.0,0.0,22487,,,1625,,,1889,100.0,0.0
1135,1001-1200,Universidad de Valparaíso (UV),Valparaíso,Chile,0.0,10.0,8.9,3.6,8.8,1.6,7.4,28.3,8.3,16627,94.0,6.0,179,45.0,55.0,987,95.0,5.0
1136,1001-1200,Universidad del Norte,Barranquilla,Colombia,0.0,9.3,28.3,2.5,12.9,1.3,10.8,18.2,4.3,12844,93.0,7.0,86,95.0,5.0,890,93.0,7.0
1137,1001-1200,Universidad del Pacífico,Jesús María,Peru,0.0,7.1,35.9,2.7,4.2,1.3,14.3,4.0,23.5,4777,97.0,3.0,26,62.0,38.0,210,91.0,9.0
1138,1001-1200,Universidade Federal de Juiz de Fora- (UFJF),Juiz de For a,Brazil,0.0,3.4,2.3,3.2,34.2,0.0,0.0,25.1,4.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1139,1001-1200,Universidade Federal de Pelotas,Pelotas,Brazil,0.0,4.5,1.3,5.5,29.5,1.4,0.0,23.3,6.3,14960,90.0,10.0,131,34.0,66.0,1360,,
1140,1001-1200,Universidade Federal de Pernambuco (UFPE),Recife,Brazil,0.0,12.3,2.8,3.8,21.7,1.3,1.8,42.5,6.8,32810,66.0,34.0,216,16.0,84.0,2669,99.0,1.0
1141,1001-1200,Universidade da Coruña,A Coruña,Spain,0.0,5.0,5.8,7.7,26.0,4.8,2.0,52.6,5.0,14810,81.0,19.0,694,38.0,62.0,1284,99.0,1.0
1142,1001-1200,Universidade de Vigo,Vigo,Spain,0.0,7.8,4.5,15.6,10.0,4.3,2.6,77.3,5.4,20177,83.0,17.0,860,38.0,62.0,1252,98.0,2.0
1143,1001-1200,Universidade do Estado do Rio de Janeiro (UERJ),Rio de Janeiro,Brazil,0.0,8.7,4.6,3.2,16.6,1.2,4.2,30.9,11.5,34477,86.0,14.0,140,71.0,29.0,2558,97.0,3.0
1144,1001-1200,Universitas Hasanuddin,Makassar,Indonesia,0.0,10.3,7.0,1.4,12.5,2.5,5.6,14.8,6.9,31549,79.0,21.0,733,88.0,12.0,2507,96.0,4.0
1145,1001-1200,Universitas Sebelas Maret,Surakarta,Indonesia,0.0,8.8,7.2,1.5,12.4,1.9,11.6,5.4,11.6,29835,85.0,15.0,444,73.0,27.0,2316,93.0,7.0
1146,1001-1200,Universiti Kuala Lumpur (UniKL),Kuala Lumpur,Malaysia,0.0,6.3,5.4,2.0,31.6,3.7,7.7,15.9,7.0,16309,94.0,6.0,598,36.0,64.0,1514,95.0,5.0
1147,1001-1200,Universiti Malaysia Sabah (UMS),Kota Kinabalu,Malaysia,0.0,13.1,9.2,3.6,7.5,9.1,12.9,25.9,6.8,16826,87.0,13.0,1412,69.0,31.0,942,92.0,8.0
1148,1001-1200,Universiti Malaysia Sarawak (UNIMAS),Kuching,Malaysia,0.0,11.4,7.8,3.2,10.8,7.5,35.7,15.3,5.9,13915,81.0,19.0,923,48.0,52.0,886,84.0,16.0
1149,1001-1200,Universiti Malaysia Terengganu (UMT),Kuala Terengganu,Malaysia,0.0,9.1,4.1,7.2,13.6,6.7,13.4,41.5,7.0,9678,86.0,14.0,594,7.0,93.0,687,92.0,8.0
1150,1001-1200,Universiti Tun Hussein Onn Malaysia (UTHM),Batu Pahat,Malaysia,0.0,7.8,5.7,6.6,9.0,6.8,8.5,35.8,8.5,16136,87.0,13.0,1002,22.0,78.0,966,94.0,6.0
1151,1001-1200,"University of Agriculture, Faisalabad",Faisalabad,Pakistan,0.0,5.1,10.2,34.1,1.8,1.2,4.1,45.0,10.9,29910,65.0,35.0,98,63.0,37.0,784,97.0,3.0
1152,1001-1200,University of Arkansas Fayetteville,Fayetteville,United States,0.0,6.9,6.0,12.7,6.9,4.6,6.3,61.8,9.7,25207,87.0,13.0,1134,56.0,44.0,1364,95.0,5.0
1153,1001-1200,University of Belgrade,Belgrade,Serbia,0.0,17.2,6.9,5.8,4.2,4.9,3.3,94.5,64.3,97225,69.0,31.0,4610,54.0,46.0,4674,98.0,2.0
1154,1001-1200,University of Bialystok,Bialystok,Poland,0.0,5.1,3.2,2.5,30.3,5.8,0.0,33.1,6.0,8743,,,478,,,800,,
1155,1001-1200,University of Bucharest,Bucharest,Romania,0.0,14.6,11.4,4.1,7.7,2.4,2.8,66.3,37.8,32650,66.0,34.0,718,65.0,35.0,1842,98.0,2.0
1156,1001-1200,University of Calabria,Rende,Italy,0.0,4.8,1.8,25.0,3.5,4.2,8.0,85.1,3.5,23654,99.0,1.0,978,97.0,3.0,948,95.0,5.0
1157,1001-1200,University of Derby,Derby,United Kingdom,0.0,3.8,4.6,4.2,11.3,42.4,27.9,39.3,5.3,16188,86.0,14.0,2986,83.0,17.0,1036,86.0,14.0
1158,1001-1200,University of Hawaii at Hilo,Hilo,United States,0.0,3.1,2.6,10.5,19.3,3.1,4.1,13.8,18.3,2658,85.0,15.0,81,90.0,10.0,208,97.0,3.0
1159,1001-1200,University of Kufa,Kufa,Iraq,0.0,3.6,8.4,1.3,33.0,1.1,5.3,11.8,45.5,24992,94.0,6.0,43,81.0,19.0,2356,96.0,4.0
1160,1001-1200,University of Latvia,Riga,Latvia,0.0,12.5,14.5,8.2,4.8,7.5,16.3,63.7,90.4,12553,67.0,33.0,833,51.0,49.0,586,90.0,10.0
1161,1001-1200,University of Miskolc,Miskolc,Hungary,0.0,5.8,5.3,2.2,22.1,6.0,4.8,22.1,20.7,7853,66.0,34.0,445,15.0,85.0,638,97.0,3.0
1162,1001-1200,University of Missouri Saint Louis,St. Louis,United States,0.0,3.8,6.4,18.7,15.1,4.3,5.3,13.9,21.1,6815,77.0,23.0,288,46.0,54.0,490,96.0,4.0
1163,1001-1200,"University of Missouri, Kansas City",Kansas City,United States,0.0,4.5,5.4,14.4,18.7,8.0,3.9,24.7,11.6,9961,64.0,36.0,694,46.0,54.0,769,97.0,3.0
1164,1001-1200,University of Montana Missoula,Missoula,United States,0.0,2.2,2.4,27.0,14.8,1.9,1.5,34.7,10.3,7787,78.0,22.0,124,45.0,55.0,556,99.0,1.0
1165,1001-1200,University of Mumbai,Mumbai,India,0.0,8.2,18.1,20.9,2.1,1.9,1.8,18.2,97.6,7524,18.0,82.0,113,75.0,25.0,445,99.0,1.0
1166,1001-1200,University of Nairobi,Nairobi,Kenya,0.0,9.4,14.9,1.9,16.7,0.0,0.0,31.4,80.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1167,1001-1200,University of Naples Parthenope,Naples,Italy,0.0,3.1,1.7,42.7,3.8,2.1,2.1,29.3,4.6,8370,72.0,28.0,151,68.0,32.0,349,99.0,1.0
1168,1001-1200,University of North Texas,Denton,United States,0.0,6.9,7.9,20.8,3.6,9.0,5.1,46.2,38.6,33651,85.0,15.0,2538,52.0,48.0,1351,96.0,4.0
1169,1001-1200,University of Ostrava,Ostrava,Czechia,0.0,5.0,1.0,4.4,21.6,13.7,20.2,36.7,15.8,6935,66.0,34.0,679,58.0,42.0,564,89.0,11.0
1170,1001-1200,University of Palermo,Palermo,Italy,0.0,9.8,2.3,27.0,5.7,2.0,2.6,73.7,7.0,28571,57.0,43.0,504,66.0,34.0,1434,98.0,2.0
1171,1001-1200,University of Pannonia,Veszprém,Hungary,0.0,4.3,3.1,9.8,25.6,10.2,0.0,63.0,34.7,4163,,,341,,,359,,
1172,1001-1200,University of Pardubice,Pardubice,Czechia,0.0,4.4,1.7,4.3,35.4,7.9,10.7,23.3,12.7,6048,77.0,23.0,416,70.0,30.0,711,93.0,7.0
1173,1001-1200,University of Peradeniya,Peradeniya,Sri Lanka,0.0,7.2,5.6,2.0,19.7,1.4,1.0,20.5,69.8,19991,61.0,39.0,163,25.0,75.0,1692,100.0,0.0
1174,1001-1200,University of Primorska,Koper,Slovenia,0.0,2.8,1.8,9.5,10.9,28.8,28.0,40.2,98.8,6089,74.0,26.0,942,78.0,22.0,383,86.0,14.0
1175,1001-1200,University of Regina,Regina,Canada,0.0,3.0,4.2,20.4,4.1,43.7,6.9,40.2,4.9,14333,90.0,10.0,2689,79.0,21.0,620,95.0,5.0
1176,1001-1200,University of Rhode Island,Kingston,United States,0.0,4.8,3.2,16.2,8.0,3.0,6.9,49.1,11.5,15932,89.0,11.0,473,44.0,56.0,906,95.0,5.0
1177,1001-1200,University of Rijeka,Rijeka,Croatia,0.0,5.4,2.6,3.9,22.2,2.0,2.8,39.5,71.9,13051,56.0,44.0,222,6.0,94.0,905,98.0,2.0
1178,1001-1200,University of Salerno,Fisciano,Italy,0.0,7.5,2.3,31.9,4.7,1.9,3.0,87.0,7.1,25397,60.0,40.0,406,44.0,56.0,1174,98.0,2.0
1179,1001-1200,University of San Diego,San Diego,United States,0.0,7.1,6.0,3.3,25.2,6.7,3.2,4.4,52.1,7602,70.0,30.0,465,81.0,19.0,661,98.0,2.0
1180,1001-1200,University of San Francisco,San Francisco,United States,0.0,7.4,4.6,4.6,16.0,21.8,2.2,5.9,55.2,8298,68.0,32.0,1060,63.0,37.0,675,99.0,1.0
1181,1001-1200,University of Texas at San Antonio,San Antonio,United States,0.0,6.3,4.4,27.5,4.0,2.9,11.5,66.7,8.5,28058,89.0,11.0,806,49.0,51.0,1163,93.0,7.0
1182,1001-1200,University of Toledo,Toledo,United States,0.0,3.2,6.1,25.1,8.4,8.5,8.6,47.0,9.3,15103,79.0,21.0,1096,61.0,39.0,880,94.0,6.0
1183,1001-1200,University of Warmia and Mazury in Olsztyn,Olsztyn,Poland,0.0,4.4,9.0,3.3,21.1,2.7,2.8,41.7,0.0,15629,60.0,40.0,399,13.0,87.0,1686,98.0,2.0
1184,1001-1200,University of Wisconsin Milwaukee,Milwaukee,United States,0.0,7.8,4.5,15.6,9.9,4.4,8.1,42.4,8.8,20522,84.0,16.0,885,46.0,54.0,1273,94.0,6.0
1185,1001-1200,University of Wolverhampton,Telford,United Kingdom,0.0,2.9,2.7,7.9,9.9,71.9,35.3,41.1,35.3,15385,84.0,16.0,4301,76.0,24.0,954,84.0,16.0
1186,1001-1200,University of the Pacific,Stockton,United States,0.0,2.0,3.8,3.7,32.1,7.2,3.8,11.4,27.9,5720,60.0,40.0,369,67.0,33.0,534,97.0,3.0
1187,1001-1200,University of the Sunshine Coast,Sunshine Coast,Australia,0.0,2.6,2.9,22.9,2.2,22.1,3.2,42.0,2.9,17468,89.0,11.0,3067,,,540,,
1188,1001-1200,University of the Western Cape,Cape Town,South Africa,0.0,7.9,7.1,13.2,4.3,4.5,28.2,73.3,17.3,18040,92.0,8.0,800,58.0,42.0,827,86.0,14.0
