,World Rank,University Name,City,Country,Overall Score,Academic Reputation,Employer Reputation,Citations per Faculty,Faculty Students Ratio,International Students Ratio,International Faculty Ratio,International Research Network,Employment Outcomes,Total students count,UG student % (Domestic),PG student % (Domestic),International students count,UG student % (International),PG student % (International),Total faculty staff count,Domestic staff %,International staff %
1307,1201-1400,"Universidad La Salle, México",Mexico City,Mexico,0.0,3.3,16.4,1.1,18.4,1.6,3.2,1.2,7.7,7175,92.0,8.0,77,79.0,21.0,552,98.0,2.0
1308,1201-1400,Universidad Mayor de San Andrés (UMSA),La Paz,Bolivia,0.0,6.0,3.6,1.6,1.0,1.1,8.7,23.6,1.0,80308,97.0,3.0,116,87.0,13.0,0,,51.0
1309,1201-1400,Universidad Metropolitana,Caracas,Venezuela,0.0,8.3,17.6,1.1,5.0,1.3,22.9,0.0,90.5,5417,88.0,12.0,35,86.0,14.0,206,88.0,12.0
1310,1201-1400,Universidad Nacional de Mar del Plata,Mar del Plata,Argentina,0.0,9.6,3.0,3.7,7.3,0.0,0.0,22.5,5.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1311,1201-1400,Universidad Nacional de Quilmes,Bernal,Argentina,0.0,7.0,2.2,1.9,3.4,2.0,3.4,5.0,3.7,22253,93.0,7.0,376,53.0,47.0,887,98.0,2.0
1312,1201-1400,Universidad Nacional de San Martín (UNSAM),Buenos Aires,Argentina,0.0,11.0,3.4,2.5,8.2,5.3,3.4,20.5,3.7,22660,88.0,12.0,1148,69.0,31.0,1312,99.0,1.0
1313,1201-1400,Universidad Nacional de Tucumà¡n,San Miguel de Tucumán,Argentina,0.0,7.4,2.5,1.9,2.9,0.0,0.0,33.4,3.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1314,1201-1400,Universidad Nacional del Comahue,Neuquén,Argentina,0.0,4.1,2.2,1.4,23.4,0.0,0.0,17.5,3.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1315,1201-1400,Universidad Nacional del Litoral,Santa Fe,Argentina,0.0,11.6,6.0,2.5,3.1,1.1,1.6,15.8,3.4,42081,94.0,6.0,132,27.0,73.0,1579,99.0,1.0
1316,1201-1400,Universidad Nacional del Sur,Bahia Blanca,Argentina,0.0,5.7,2.5,2.5,11.2,0.0,0.0,17.4,3.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1317,1201-1400,Universidad Popular Autonoma del Estado de Puebla (UPAEP),Puebla,Mexico,0.0,4.4,6.5,1.2,20.7,2.2,3.0,1.4,3.0,9499,87.0,13.0,192,72.0,28.0,761,98.0,2.0
1318,1201-1400,Universidad San Ignacio de Loyola,La Molina,Peru,0.0,5.8,12.8,1.2,2.0,1.6,3.8,2.4,3.8,21205,91.0,9.0,221,99.0,1.0,600,97.0,3.0
1319,1201-1400,Universidad Técnica Particular de Loja,Loja,Ecuador,0.0,4.3,4.7,1.7,1.6,1.4,10.9,7.9,10.9,46394,94.0,6.0,321,93.0,7.0,1088,93.0,7.0
1320,1201-1400,Universidad Tecnológica de Pereira,Pereira,Colombia,0.0,4.0,8.2,1.9,3.6,1.0,1.5,12.9,3.7,17872,92.0,8.0,13,92.0,8.0,724,99.0,1.0
1321,1201-1400,"Universidad Tecnológica de la Habana José Antonio Echeverría, Cujae",Havana,Cuba,0.0,6.4,1.2,1.1,20.2,5.1,3.7,6.8,37.0,10034,57.0,43.0,472,45.0,55.0,819,97.0,3.0
1322,1201-1400,Universidad Veracruzana,Xalapa,Mexico,0.0,8.7,4.0,1.4,8.8,0.0,0.0,14.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1323,1201-1400,Universidad de Caldas,Manizales,Colombia,0.0,5.5,4.2,1.7,2.7,0.0,0.0,7.8,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1324,1201-1400,Universidad de Carabobo,Valencia,Venezuela,0.0,4.9,11.1,1.0,20.0,0.0,0.0,3.8,16.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1325,1201-1400,Universidad de Cartagena,Cartagena,Colombia,0.0,3.9,6.8,10.3,3.9,1.1,2.8,43.7,3.9,15445,89.0,11.0,35,83.0,17.0,655,98.0,2.0
1326,1201-1400,Universidad de Cuenca,Cuenca,Ecuador,0.0,5.6,3.6,2.1,5.7,1.6,2.9,15.7,12.2,14003,95.0,5.0,158,,,801,98.0,2.0
1327,1201-1400,Universidad de Guanajuato,Guanajuato,Mexico,0.0,7.7,3.4,3.1,7.4,1.8,7.1,22.0,6.8,30300,89.0,11.0,422,63.0,37.0,1550,95.0,5.0
1328,1201-1400,Universidad de La Frontera (UFRO),Temuco,Chile,0.0,8.4,5.0,9.2,3.5,1.3,8.7,39.2,4.6,11136,94.0,6.0,70,34.0,66.0,503,94.0,6.0
1329,1201-1400,Universidad de La Salle,Bogotá,Colombia,0.0,5.7,6.2,1.2,5.6,1.5,3.8,4.8,3.8,9869,91.0,9.0,98,74.0,26.0,492,97.0,3.0
1330,1201-1400,Universidad de La Serena,La Serena,Chile,0.0,3.2,3.2,7.3,3.2,1.3,6.3,12.7,5.8,8170,98.0,2.0,52,44.0,56.0,311,95.0,5.0
1331,1201-1400,Universidad de Las Américas Ecuador,Quito,Ecuador,0.0,6.0,8.0,1.6,15.9,0.0,0.0,19.6,18.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1332,1201-1400,Universidad de Medellín,Medellin,Colombia,0.0,6.6,9.2,2.0,6.0,2.3,4.1,10.1,4.1,8987,77.0,23.0,185,89.0,11.0,513,97.0,3.0
1333,1201-1400,Universidad de Panamá - UP,Panama City,Panama,0.0,6.4,12.5,1.1,4.0,2.5,4.7,7.3,1.0,76995,96.0,4.0,1821,98.0,2.0,2785,97.0,3.0
1334,1201-1400,Universidad de Piura,Lima,Peru,0.0,5.6,13.2,1.2,4.4,1.5,9.7,3.8,35.4,9643,97.0,3.0,92,96.0,4.0,432,94.0,6.0
1335,1201-1400,Universidad de Puerto Rico,San Juan,Puerto Rico,0.0,9.2,11.0,2.5,9.1,1.5,1.4,38.5,47.9,47257,89.0,11.0,427,5.0,95.0,4176,99.0,1.0
1336,1201-1400,Universidad de San Carlos de Guatemala,Guatemala City,Guatemala,0.0,7.6,12.8,1.0,4.3,0.0,0.0,5.5,24.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1337,1201-1400,Universidad de Santander - UDES,Bucaramanga,Colombia,0.0,3.4,3.2,1.4,6.1,0.0,22.2,12.2,22.2,18210,48.0,52.0,47,,,936,88.0,12.0
1338,1201-1400,Universidad de Sonora,Hermosillo,Mexico,0.0,4.1,2.1,1.8,4.9,1.6,4.1,8.3,5.6,35026,97.0,3.0,386,81.0,19.0,1654,97.0,3.0
1339,1201-1400,Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),Sangolquí,Ecuador,0.0,4.7,9.5,1.7,8.6,1.1,4.6,13.6,11.2,20945,97.0,3.0,56,88.0,13.0,1090,97.0,3.0
1340,1201-1400,Universidad del Bío-Bío,Concepción,Chile,0.0,7.9,4.6,3.4,3.2,1.4,10.8,32.1,4.4,12608,97.0,3.0,103,35.0,65.0,483,93.0,7.0
1341,1201-1400,Universidad del Cauca,Popayan,Colombia,0.0,10.0,4.1,1.7,5.7,1.1,25.7,13.9,3.9,15802,,,39,,,834,88.0,12.0
1342,1201-1400,Universidad del Desarrollo (UDD),Santiago,Chile,0.0,5.9,14.5,2.3,12.7,2.2,7.7,16.3,5.1,16147,95.0,5.0,310,81.0,19.0,1093,95.0,5.0
1343,1201-1400,Universidad del Magdalena,Santa Marta,Colombia,0.0,4.5,7.2,1.4,2.8,1.1,5.9,5.1,5.9,17254,99.0,1.0,39,97.0,3.0,614,96.0,4.0
1344,1201-1400,Universidad del Salvador,Buenos Aires,Argentina,0.0,4.1,9.7,1.1,15.0,8.4,5.9,1.6,9.9,13858,89.0,11.0,999,,,1137,96.0,4.0
1345,1201-1400,Universidad del Valle de México (UVM),Ciudad de México,Mexico,0.0,2.9,17.3,1.0,6.1,1.5,1.2,2.2,1.2,69876,94.1,5.9,620,,,3595,100.0,0.0
1346,1201-1400,Universidad del Zulia,Maracaibo,Venezuela,0.0,9.1,11.0,2.8,3.7,0.0,0.0,17.0,29.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1347,1201-1400,Universidade Estadual de Londrina,Londrina,Brazil,0.0,2.9,4.6,3.8,16.6,1.4,2.0,14.6,2.9,19940,68.0,32.0,141,53.0,47.0,1479,99.0,1.0
1348,1201-1400,Universidade Federal Fluminense,Rio de Janeiro,Brazil,0.0,8.9,3.2,3.6,10.9,1.6,6.0,54.5,7.5,58558,83.0,17.0,799,84.0,16.0,3203,96.0,4.0
1349,1201-1400,Universidade Federal da Bahia,Salvador,Brazil,0.0,8.2,3.0,3.2,9.8,1.6,6.1,50.1,10.4,42633,82.0,18.0,438,33.0,67.0,2629,96.0,4.0
1350,1201-1400,Universidade Federal da Paraíba,João Pessoa,Brazil,0.0,3.3,3.0,3.2,11.2,1.2,2.9,28.4,2.7,41204,86.0,14.0,147,69.0,31.0,2395,98.0,2.0
1351,1201-1400,Universidade Federal de Goiás,Goiânia,Brazil,0.0,3.2,1.5,4.4,7.8,1.3,4.1,26.7,2.7,35015,86.0,14.0,214,74.0,26.0,1983,97.0,3.0
1352,1201-1400,Universidade Federal de Santa Maria,Santa Maria,Brazil,0.0,5.3,1.7,4.9,14.5,1.3,2.9,37.1,4.8,27256,81.0,19.0,155,50.0,50.0,2217,98.0,2.0
1353,1201-1400,Universidade Federal de Uberlândia,Uberlândia,Brazil,0.0,3.1,2.2,3.3,12.8,1.4,2.5,44.7,2.8,25761,81.0,19.0,177,54.0,46.0,2026,98.0,2.0
1354,1201-1400,Universidade Federal de Viçosa (UFV),Viçosa,Brazil,0.0,4.5,2.1,8.6,14.6,2.0,3.3,25.2,4.1,17595,77.0,23.0,289,26.0,74.0,1249,98.0,2.0
1355,1201-1400,Universidade Federal do Ceará (UFC),Fortaleza,Brazil,0.0,6.9,3.0,5.9,10.2,1.3,1.4,44.2,2.7,40364,83.0,17.0,256,44.0,56.0,1996,99.0,1.0
1356,1201-1400,Universidade Federal do Estado do Rio de Janeiro,Rio de Janeiro,Brazil,0.0,2.7,1.9,2.2,13.5,0.0,0.0,9.0,3.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1357,1201-1400,Universidade Federal do Pará,Belém,Brazil,0.0,2.8,1.9,2.5,8.0,1.0,3.2,28.8,2.6,45647,77.0,23.0,31,77.0,23.0,2609,98.0,2.0
1358,1201-1400,Universidade Federal do Rio Grande Do Norte,Rio Grande do Norte,Brazil,0.0,3.8,2.2,2.7,8.1,0.0,0.0,35.4,5.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1359,1201-1400,Universidade Presbiteriana Mackenzie,São Paulo,Brazil,0.0,3.2,9.2,1.8,9.1,1.2,5.7,7.2,57.5,12861,91.0,9.0,50,,,787,96.0,4.0
1360,1201-1400,Universidade do Estado de Santa Catarina,Florianópolis,Brazil,0.0,3.2,1.4,1.9,27.6,0.0,0.0,10.4,3.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1361,1201-1400,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",Chieti,Italy,0.0,3.0,1.2,23.5,3.6,3.4,4.5,64.0,5.2,17606,63.0,37.0,588,,,717,97.0,3.0
1362,1201-1400,Universitas Andalas,Padang,Indonesia,0.0,5.3,3.1,1.3,5.7,1.1,1.2,5.5,5.6,29707,91.0,9.0,85,75.0,25.0,1507,100.0,0.0
1363,1201-1400,Universitas Muhammadiyah Surakarta,Surakarta,Indonesia,0.0,4.0,1.9,1.1,7.1,1.1,4.8,5.3,5.6,29552,98.0,2.0,65,69.0,31.0,1766,97.0,3.0
1364,1201-1400,Universitas Sumatera Utara,Medan,Indonesia,0.0,5.9,3.9,1.3,17.9,2.4,5.2,9.1,5.2,35059,91.0,9.0,762,98.0,2.0,3234,96.0,4.0
1365,1201-1400,Universitatea de Vest din Timisoara / West University of Timisoara,Timișoara,Romania,0.0,8.8,6.2,2.8,5.3,5.8,1.8,22.0,16.9,14527,71.0,29.0,799,66.0,34.0,707,99.0,1.0
1366,1201-1400,University POLITEHNICA of Bucharest,Bucharest,Romania,0.0,5.7,7.9,6.4,4.0,3.1,1.5,56.6,8.2,29970,66.0,34.0,922,75.0,25.0,1251,99.0,1.0
1367,1201-1400,"Politehnica University Timisoara, UPT",Timișoara,Romania,0.0,3.0,3.2,3.6,8.6,2.3,1.2,17.1,12.2,12647,73.0,27.0,267,90.0,10.0,744,100.0,0.0
1368,1201-1400,University of Babylon,Hillah,Iraq,0.0,3.3,5.0,1.9,13.8,1.0,1.1,15.1,42.9,31272,88.0,12.0,24,8.0,92.0,2085,100.0,0.0
1369,1201-1400,University of Basrah,Basrah,Iraq,0.0,4.0,5.0,1.4,14.0,0.0,1.1,17.4,41.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1370,1201-1400,University of Central Oklahoma,EDMOND,United States,0.0,3.0,1.2,1.3,10.3,12.2,18.3,3.9,4.3,12877,90.0,10.0,1174,79.0,21.0,808,90.0,10.0
1371,1201-1400,University of Colombo,Colombo,Sri Lanka,0.0,10.2,8.6,2.9,3.4,1.2,1.2,14.7,69.6,20300,73.0,27.0,101,68.0,32.0,879,100.0,0.0
1372,1201-1400,University of Ghana,Legon,Ghana,0.0,9.2,6.2,5.5,3.5,1.9,6.1,51.1,88.7,44347,98.0,2.0,830,60.0,40.0,1497,96.0,4.0
1373,1201-1400,University of International Business and Economics,Beijing,China,0.0,3.2,1.8,2.4,11.1,35.2,8.3,8.6,15.7,15708,62.0,38.0,2611,57.0,43.0,1015,94.0,6.0
1374,1201-1400,University of Karachi,Karachi,Pakistan,0.0,10.3,15.7,4.4,1.6,1.1,4.2,36.4,13.6,44969,86.0,14.0,78,100.0,0.0,1063,97.0,3.0
1375,1201-1400,University of Khartoum,Khartoum,Sudan,0.0,5.8,6.2,2.6,10.6,1.7,0.0,34.2,0.0,15816,,,159,,,780,,
1376,1201-1400,University of Kragujevac,Kragujevac,Serbia,0.0,3.5,2.7,3.5,13.2,1.1,1.0,37.4,13.3,15717,,,25,76.0,24.0,1055,100.0,0.0
1377,1201-1400,University of Memphis,Memphis,United States,0.0,3.0,6.2,10.5,14.3,3.3,3.1,41.4,10.6,16203,81.0,19.0,524,38.0,62.0,1143,98.0,2.0
1378,1201-1400,University of Niš,Niš,Serbia,0.0,4.9,4.4,2.9,14.4,7.0,0.0,50.6,12.1,20634,,,1300,,,1460,,
1379,1201-1400,University of North Carolina at Charlotte,Charlotte,United States,0.0,5.6,5.1,13.1,5.3,6.1,7.2,61.4,12.6,26589,84.0,16.0,1508,30.0,70.0,1269,96.0,4.0
1380,1201-1400,University of North Carolina at Greensboro,Greensboro,United States,0.0,3.2,5.2,10.9,8.9,2.6,8.1,40.2,4.0,16504,85.0,15.0,408,42.0,58.0,982,94.0,6.0
1381,1201-1400,University of Northern British Columbia,Terrace,United States,0.0,3.4,15.1,0.0,3.0,0.0,0.0,0.0,12.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1382,1201-1400,University of Novi Sad,Novi Sad,Serbia,0.0,7.9,4.6,3.5,10.2,0.0,0.0,80.5,10.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1383,1201-1400,University of Rzeszów,Rzeszow,Poland,0.0,3.9,1.1,2.4,19.4,1.9,0.0,28.2,4.8,16607,,,253,,,1300,,
1384,1201-1400,University of Sarajevo,Sarajevo,Bosnia & Herzegovina,0.0,4.8,3.2,2.1,4.1,3.3,0.0,38.9,0.0,30187,,,1005,,,1306,,
1385,1201-1400,University of Silesia in Katowice,Katowice,Poland,0.0,5.0,3.9,4.1,14.9,3.3,3.1,54.8,4.5,20815,,,679,,,1858,98.0,2.0
1386,1201-1400,University of South Alabama (USA),Mobile,United States,0.0,5.0,5.6,6.7,16.3,2.0,0.0,19.7,4.3,12516,64.0,36.0,214,64.0,36.0,922,,
1387,1201-1400,University of Split,Split,Croatia,0.0,5.4,2.1,3.9,3.7,2.5,1.6,42.7,67.1,16127,59.0,41.0,375,14.0,86.0,1047,99.0,1.0
1388,1201-1400,University of Texas El Paso,El Paso,United States,0.0,4.6,2.4,17.2,5.4,6.7,8.5,45.4,4.8,19044,88.0,12.0,1162,69.0,31.0,936,94.0,6.0
1389,1201-1400,University of West Bohemia,Plzen,Czechia,0.0,5.7,1.8,4.4,13.1,0.0,0.0,38.8,18.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1390,1201-1400,Università degli studi di Bergamo,Bergamo,Italy,0.0,4.7,2.4,5.2,3.2,7.5,19.8,19.6,4.9,21969,69.0,31.0,1456,65.0,35.0,684,89.0,11.0
1391,1201-1400,Université Jean Moulin Lyon 3,Lyon,France,0.0,7.9,4.5,2.0,1.9,31.4,28.6,5.3,4.4,26251,68.0,32.0,4097,59.0,41.0,697,86.0,14.0
1392,1201-1400,Université Paris-Nanterre,Paris,France,0.0,11.7,2.9,3.1,3.2,1.6,11.0,42.8,21.5,33404,74.0,26.0,350,,,1275,93.0,7.0
1393,1201-1400,Université de Caen Normandie,Caen,France,0.0,8.2,2.2,4.3,6.5,7.7,10.3,51.1,2.7,29133,,,1976,,,1543,93.0,7.0
1394,1201-1400,Université de Tunis,Tunis,Tunisia,0.0,4.9,1.2,1.8,16.3,0.0,0.0,10.5,0.0,19702,76.2,23.8,57,100.0,0.0,1169,98.0,2.0
1395,1201-1400,Université de Tunis El Manar,Tunis,Tunisia,0.0,6.2,1.4,4.3,16.9,2.3,6.9,79.5,19.7,25409,52.0,48.0,528,51.0,49.0,2464,95.0,5.0
1396,1201-1400,VSB - Technical University of Ostrava,Ostrava,Czechia,0.0,4.3,7.7,4.0,12.6,16.7,7.5,41.7,9.0,11126,62.0,38.0,1223,49.0,51.0,1072,95.0,5.0
1397,1201-1400,Western Washington University,Bellingham,United States,0.0,3.1,5.2,5.5,7.0,1.4,11.3,11.2,4.2,13950,94.0,6.0,116,91.0,9.0,759,93.0,7.0
1398,1201-1400,Yarmouk University,Irbid,Jordan,0.0,10.0,11.8,2.3,2.5,10.2,4.1,12.1,23.3,33515,82.0,18.0,2733,74.0,26.0,1107,97.0,3.0
1399,1201-1400,Youngsan University,Yangsan,South Korea,0.0,4.1,9.4,1.2,18.0,6.3,2.8,0.0,5.1,6145,99.0,1.0,361,96.0,4.0,546,98.0,2.0
1400,1201-1400,Yuan Ze University,Taoyuan City,Taiwan,0.0,4.6,5.9,12.8,7.0,9.0,7.1,8.7,7.1,7468,87.0,13.0,564,71.0,29.0,421,95.0,5.0
1401,1201-1400,Zagazig University,Zagazig,Egypt,0.0,5.0,3.1,2.3,3.2,2.1,1.2,46.3,4.8,162081,95.0,5.0,3019,76.0,24.0,6266,100.0,0.0
1402,1201-1400,Óbuda University,Budapest,Hungary,0.0,3.1,3.6,7.5,2.0,7.3,8.7,27.9,19.1,8870,92.0,8.0,576,71.0,29.0,252,94.0,6.0
1403,1401+,Ataturk University,Yakutiye,Turkey,0.0,3.5,1.9,4.0,3.1,4.1,3.0,29.6,3.6,51092,83.0,17.0,2062,74.0,26.0,1910,98.0,2.0
1404,1401+,California State University - Long Beach College of Business Administration,Long Beach,United States,0.0,3.3,4.2,0.0,7.6,0.0,0.0,0.0,9.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1405,1401+,Cukurova University,Adana,Turkey,0.0,3.4,2.0,2.5,4.0,5.6,2.5,41.1,3.7,37346,87.0,13.0,1982,68.0,32.0,2377,98.0,2.0
1406,1401+,Damascus University,Damascus,Syria,0.0,5.5,4.4,1.2,1.1,1.5,1.7,7.8,69.8,205198,92.0,8.0,2040,85.0,15.0,2542,99.0,1.0
1407,1401+,Erciyes University,Kayseri,Turkey,0.0,2.9,2.0,4.9,2.1,6.2,4.4,38.1,3.6,51383,84.0,16.0,2970,80.0,20.0,1518,97.0,3.0
1408,1401+,Pontifícia Universidade Católica do Minas Gerais,Belo Horizonte,Brazil,0.0,3.7,4.6,1.5,1.9,0.0,0.0,5.4,8.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1409,1401+,Sakarya University,Adapazari,Turkey,0.0,2.9,3.0,3.1,2.4,11.0,2.0,21.0,3.6,48731,85.0,15.0,4169,80.0,20.0,1580,99.0,1.0
1410,1401+,Sudan University of Science and Technology,Khartoum,Sudan,0.0,3.3,2.8,1.2,4.0,1.6,2.0,7.7,0.0,45909,83.0,17.0,539,85.0,15.0,1532,99.0,1.0
1411,1401+,Universidad Autónoma de Guadalajara (UAG),Guadalajara,Mexico,0.0,5.8,6.0,0.0,0.0,0.0,0.0,3.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1412,1401+,"Universidad Católica Boliviana ""San Pablo""",La Paz,Bolivia,0.0,4.1,4.8,1.1,3.8,3.3,2.7,1.6,1.0,13450,96.0,4.0,439,100.0,0.0,621,98.0,2.0
1413,1401+,PUniversidad Católica de Santiago de Guayaquil,Guayaquil,Ecuador,0.0,3.4,7.5,1.2,2.8,1.0,4.4,5.9,30.3,13750,90.0,10.0,10,100.0,0.0,577,97.0,3.0
1414,1401+,Universidad Católica de Temuco,Temuco,Chile,0.0,3.1,1.4,4.1,2.1,0.0,0.0,10.6,4.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1415,1401+,Universidad Mayor de San Simón,Cochabamba,Bolivia,0.0,3.6,3.3,1.2,1.2,0.0,0.0,13.7,1.0,83903,93.0,7.0,89,,,1236,,
1416,1401+,Universidad de San Nicolás de Hidalgo,Morelia,Mexico,0.0,3.4,2.3,2.1,2.8,0.0,0.0,19.3,4.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1417,1401+,Universidad Nacional Autónoma de Honduras (UNAH),Tegucigalpa,Honduras,0.0,4.6,5.8,1.0,3.6,0.0,1.7,8.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1418,1401+,Universidad Tecnológica de Bolívar,Cartagena,Colombia,0.0,3.0,5.8,2.2,2.4,1.3,9.3,8.8,30.9,5917,85.0,15.0,31,87.0,13.0,192,94.0,6.0
1419,1401+,Universidad de Tarapaca,Arica,Chile,0.0,3.3,3.0,6.3,1.9,0.0,0.0,30.2,4.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1420,1401+,University of Craiova,Craiova,Romania,0.0,3.3,1.8,2.0,2.7,0.0,0.0,7.5,8.7,22447,75.0,25.0,300,74.0,26.0,781,100.0,0.0
1421,1401+,University of Oradea,Oradea,Romania,0.0,4.0,2.1,1.5,3.3,7.9,1.7,16.6,9.7,15995,77.0,23.0,1102,83.0,17.0,926,99.0,1.0
1422,1401+,Université Mohammed V de Rabat,Rabat,Morocco,0.0,2.8,2.6,3.6,3.2,2.8,5.2,51.1,0.0,87563,70.0,30.0,2491,36.0,64.0,1755,97.0,3.0
1423,1401+,University of Oradea,Oradea,Romania,0.0,4.0,2.1,1.5,3.3,7.9,1.7,16.6,9.7,15995,77.0,23.0,1102,83.0,17.0,926,99.0,1.0
1424,1401+,Université Mohammed V de Rabat,Rabat,Morocco,0.0,2.8,2.6,3.6,3.2,2.8,5.2,51.1,0.0,87563,70.0,30.0,2491,36.0,64.0,1755,97.0,3.0
